manufactured,mileage,power,reg_date,make_alfa romeo,make_alpine,make_aston martin,make_audi,make_austin,make_bentley,make_bmw,make_byd,make_chevrolet,make_citroen,make_cupra,make_ferrari,make_ford,make_honda,make_hyundai,make_infiniti,make_international,make_jaguar,make_jeep,make_kia,make_lamborghini,make_land rover,make_lexus,make_maserati,make_maxus,make_mazda,make_mclaren,make_mercedes,make_mercedes-benz,make_mg,make_mini,make_mitsubishi,make_nissan,make_opel,make_perodua,make_peugeot,make_porsche,make_proton,make_renault,make_rolls-royce,make_seat,make_skoda,make_ssangyong,make_subaru,make_suzuki,make_tesla,make_toyota,make_volkswagen,make_volvo,pred
-0.3461956488179597,0.7191985916199458,0.09031835655582324,-2.057304202978388,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5876038220391921
-0.10601838149086651,0.9199652528095313,-0.5818225464485128,-0.7356483305165185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11262671783388001
0.13415888583622673,-1.0934375494060264,-0.20841093366832614,1.0265594994326412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3735520096613663
0.05409979672719565,-0.46282946660953833,3.675069839245616,1.4671114569199313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0007517117784521
-0.10601838149086651,0.5984804663418078,-0.6116954754709278,-0.7356483305165185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3002508102660421
0.2142179749452578,-1.0590204074878118,-0.49220375938126804,1.0265594994326412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3634011090573013
0.2142179749452578,-1.0590204074878118,-0.4324579013364382,1.0265594994326412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6012346869875567
0.2142179749452578,-1.3721590370403682,5.467445580590512,1.4671114569199313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7469359571897117
0.2142179749452578,-1.1497095764423075,0.8371415821161967,1.4671114569199313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.575622809742592
-0.10601838149086651,-0.012165674142115807,-0.6116954754709278,-0.7356483305165185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27047708092414435
0.2942770640542889,-1.3719869513307772,0.07538189204461576,1.4671114569199313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4026651777829686
0.2942770640542889,-1.3733349560559074,-0.7311871915605875,1.4671114569199313,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.27562523847514653
0.2142179749452578,-1.0963056445658776,-0.1337286111122888,1.0265594994326412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6831832334527437
-0.10601838149086651,0.2889843176422625,-0.35777557878040084,-0.7356483305165185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.22549833887043189
-0.10601838149086651,0.9744590608467046,-0.34283911426919333,-0.2950963730292285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21433686052987508
0.2142179749452578,-1.1163823106848363,2.3606609622593586,1.4671114569199313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5281692242750363
-0.025959292381835426,0.8444769882022473,-0.9402976947174921,-0.2950963730292285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.09867590499398139
0.05409979672719565,0.24286534747185487,-0.77599658509421,0.5860075419453514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.5269714562167392
0.05409979672719565,-0.1919378787615904,-0.49220375938126804,0.14545558445806145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12306713507233548
-0.10601838149086651,-0.08386805313839636,-0.49220375938126804,-0.7356483305165185,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308319806453614
-0.18607747059989757,0.007910991976842748,-0.6415684044933427,-1.1762002880038083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.351671037214752
-0.6664320052540841,2.9487984069850888,-0.5370131529148905,-2.938408117952968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.26839126919967665
0.05409979672719565,-0.428039472320543,0.8371415821161967,0.14545558445806145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.24817467491829498
0.2142179749452578,-1.1442888765901886,0.3442382532463502,1.4671114569199313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.44648720582066453
-0.025959292381835426,-0.7722108915026896,-0.6116954754709278,-0.2950963730292285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10083413720705896
-0.10601838149086651,-0.22727281113095746,-0.5026592845391133,-0.2950963730292285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2766119978240489
0.13415888583622673,-0.8295727946997141,-0.11879214660108132,1.0265594994326412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.614853195164076
0.13415888583622673,-0.8295727946997141,-0.05904628855625145,1.0265594994326412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.49726951797764507
-0.18607747059989757,0.6331557368244092,-0.6565048690045502,-1.1762002880038083,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46362160180189615
-0.10601838149086651,3.574932261332209,-0.4324579013364382,-0.2950963730292285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17430425275132339
-0.10601838149086651,1.05763382048239,-0.4324579013364382,-0.7356483305165185,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15387258862975656
